"SriLanka_creole","phonetic_transcription","Portuguese_definition","English_definition","pos","Related_languages","pt_related annotations","sources","original_full_entry","original_Portuguese_definition","original_linguistic_notes","page"
"Baas","bas","patrão","boss","noun","Dutch",,,"Baas (pron. bãs), patrão. — Holl.","patrão",,139
"Bàbaro","baːbaɾo","bárbaro","barbarian","noun",,,,"Bàbaro, bárbaro. Cfr. uso.","bárbaro",,139
"Bêbi","beːbi","bebé","baby","noun","English",,,"Baby (pron. bebi), creança de peito, «bébé«. Baby irmão, o irmão «bébé«. — Ingl.","bebé",,139
"Baclà","baklaː","batalhar","battle","verb",,,,"Baclà, batalhar. Baclador, batalhador. Bacladura, bacal-dura, (p. us.), batalha, combate. — Por intermédio de *bat'lá.","batalhar",,139
"Baclador","bakladoɾ","batalhador","hard-worker","noun",,,,,"batalhador",,
"Bacladura","bakladuɾa","batalha, combate","battle, combat","noun",,,,,"batalha, combate",,
"bacaldura","bakalduɾa","batalha, combate","battle, combat","noun",,,,,"batalha, combate",,
"Bafa","bafa","abafar","stifle","verb","Macao creole",,,"Bafa, abafar. Dial. mac.","abafar",,139
"Bailo","bailo","baile","ball, dance","noun",,"Dialectal Portuguese",,"Bailo, baile. — Port. Dialetal Portuguese. Bailo-casa, casa de baile.","baile",,139
"Baiso","baizo","baixo","down","adverb","Macao creole, Singapore creole, Santome",,,"Baiso {ç, p. us.), baso (f), basso (mais us.), baixo. Bassa, baixar, abaixar. Basséza, baixeza. Basso: dial. singpde S. Thomé. Dial. mac. baço.","baixo","pouco usado",139
"baço","baso","baixo","down","adverb","Macao creole, Singapore creole, Santome",,,"Baiso {ç, p. us.), baso (f), basso (mais us.), baixo. Bassa, baixar, abaixar. Basséza, baixeza. Basso: dial. singpde S. Thomé. Dial. mac. baço.","baixo","pouco usado",139
"Bassá","basaː","baixar, abaixar","download","verb",,,,,"baixar, abaixar",,
"Basséza","baseːza","baixeza","baseness","noun",,,,,"baixeza",,
"Balança","balansa","balança, balanço","swing","noun",,,,"Balança, balança; balanço.","balança, balanço",,139
"Balmaçado","balmasado","balançado, agitado","shaken","adjective",,,,"Balmaçado, balançado; agitado.","balançado, agitado",,139
"Balmo","balmo","bálsamo","balm","noun","English",,,"Balmo, bálsamo. — Ingl. balm.","bálsamo",,139
"Bend","bend","banda de musica","musical band","noun","English",,,"Band (pron. bend), banda de musica.","banda de musica",,139
"Banda-dentro","banda dentɾo","por banda de dentro, internamente","internally","adverb","Macao creole",,,"Banda-dentro, por banda de dentro, internamente. Banda-fora, por fora, externamente. Dial. mac: subst.","por banda de dentro, internamente",,139
"Banda-fora","banda foɾa","por fora, externamente","outwardly","adverb","Macao creole",,,,"por fora, externamente",,
"Bandérè","bandeːɾeː","bandeira","flag","noun",,,,"Bandérè, bandeira.","bandeira",,139
"Bandeya","bandeja","bandeja","tray","noun",,,,"Bandeya, bandeja.","bandeja",,139
"Bangià","band̠ʒiaː","dormitar, toscanejar","slumber","verb","Dutch",,,"Bangià, dormitar, toscanejar.— Do holl. paaijen.","dormitar, toscanejar",,139
"Bank","bank","banco comercial","commercial bank","noun","English",,,"Bank (pron. benk), banco commercial. — Ingl.","banco commercial",,139
"Benkrut","benkɾut","falido","bankrupt.","adjective","English",,,"Bankroot (pron. benkrul), fallido. — Ingl. bankrupt.","fallido",,139
"Banths","bants","laços, prisões","bonds, prisons","noun","Dutch, English",,"Cantigas","Bantha {Cant.), laços, prisões.— Ingl. e holl. band.","laços, prisões",,139
"Bariga","baɾiga","barriga","belly","noun",,,,"Bariga, barriga.","barriga",,139
"Baro","baɾo","barro, terra","clay, earth","noun","Capeverdean creole",,,"Baro, báru, barro, terra. Baro: dial. cab. Baro-casa, casa de barro.","barro, terra",,139
"báru","baːɾu","barro, terra","clay, earth","noun","Capeverdean creole",,,"Baro, báru, barro, terra. Baro: dial. cab. Baro-casa, casa de barro.","barro, terra",,139
"Baro-casa","baɾo kaza","casa de barro","mud house","noun",,,,,"casa de barro",,
"Barrato","barato","barato","cheap","adjective",,,,"Barrato, barato. Cfr. carro.","barato",,139
"Barrê","bareː","varrer","sweep","verb","Macao creole",,,"Barro, varrer. Barido, varrido. Dial. mac. barè.","varrer",,139
"Barido","baɾido","varrido","swept away","adjective",,,,,"varrido",,
"Bàsin","baːzin","bacia, prato","basin","noun","English",,,"Bàsin, bacia; prato. — Ingl.","bacia, prato",,139
"Bassóra","basoːɾa","vassoira","broom","noun","Macao creole",,,"Baasóra, vassoira. Dial. mac.","vassoira",,139
"Bastanto","bastanto","bastante, muito","a lot","adverb","Cochin creole",,,"Bastanto, bastante; muito. Dial. coch. Cfr. restanto.","bastante, muito",,139
"Bàtica","baːtika","bátega, bacia, gamela","bucket, bowl","noun","Goa creole","All Portuguese-based creoles of India","Elucidário de Viterbo","Bàtica, bátega (ant.); bacia; gamella. Comm. (t. em Gôa). Cfr. Elucids. V. bátega.","batega, bacia, gamela",,139
"Batrai","batɾai","bateria","battery","noun",,,"O Bruffador, i periódico","Batrai {Br. i), bateria.","bateria",,139
"Battà","batːaː","bater","knock","verb",,,,"Battà, bater.","bater",,139
"Battalho","batːaʎo","batalha","battle","noun",,,"Cantigas","Battalho [Cant.)batalha. V. BACI.Á.","batalha",,139
"Batte","batːe","arroz com casca","husked rice","noun","Kannada, Konkani, Marathi","All Portuguese-based creoles of India",,"Batte, arroz com casca. Comm. — Can. ""^^ (batta)konk. e mar. vriTT {bhât).","arroz com casca",,139
"Bautismo","bautizmo","batismo","baptism","noun",,"Old Portuguese, Dialectal Portuguese, All Portuguese-based creoles of India",,"Bautismo, baptismo. Bau-tizá, baptizar. Comm.— Port. arch. e Dialetal Portuguese.","baptismo",,139
"Bautizá","bautizaː","batizar","baptize","verb",,,,,"baptizar",,
"Bautista","bautista","Batista","baptist","noun",,"Dialectal Portuguese, All Portuguese-based creoles of India",,"Bautista, Baptista. Comm.— Port. Dialetal Portuguese.","Baptista",,139
"Bai","bai","baía, porto","bay, harbor","noun","Dutch",,,"Bai, bay, bahia; porto (desus.). — Do holl. baaie?","bahia, porto",,139
"bei","bei","baía, porto","bay, harbor","noun","Dutch",,,"Bai, bay, bahia; porto (desus.). — Do holl. baaie?","bahia, porto",,139
"Bazar","bazaɾ","mercado, praça","market place","noun","Persian, English","All Portuguese-based creoles of India","Garcia da Horta","Bazar, bazaara (fórm. Mod. do ingl.), mercado, praça. «Bazar quer dizer lugar d'onde se vendem as cousas». Gare. Comm. — Pers.jijLj [bâ- !fâr)j indianizado.","mercado, praça",,139
"bazaara","bazaɾa","mercado, praça","market place","noun","Persian, English","All Portuguese-based creoles of India","Garcia da Horta","Bazar, bazaara (fórm. Mod. do ingl.), mercado, praça. «Bazar quer dizer lugar d'onde se vendem as cousas». Gare. Comm. — Pers.jijLj [bâ- !fâr)j indianizado.","mercado, praça",,139
"Beberajo","bebeɾad̠ʒo","beberagem, bebida","brew, drink","noun",,,"Istori de San Clear","Beberajo, beberai, bebera-gem; bebida. Beberajo chaps, lojas de bebidas. Cfr. imajo, corajo e passai.","beberagem, bebida",,139
"beberai","bebeɾai","beberagem, bebida","brew, drink","noun",,,"Istori de San Clear","Beberajo, beberai, bebera-gem; bebida. Beberajo chaps, lojas de bebidas. Cfr. imajo, corajo e passai.","beberagem, bebida",,139
"Beberajochaps","bebeɾad̠ʒot̠ʃaps","lojas de bebidas","liquor stores","noun",,,,,"lojas de bebidas",,
"Beberão","bebeɾaːo","beberrão","drunkard","noun",,,,"Beberão, babarão, bebrâo, beberrão.","beberrão",,139
"babarão","babaɾaːo","beberrão","drunkard","noun",,,,"Beberão, babarão, bebrâo, beberrão.","beberrão",,139
"bebrão","bebɾaːo","beberrão","drunkard","noun",,,,"Beberão, babarão, bebrâo, beberrão.","beberrão",,139
"Bebera","bebeɾa","beberes, bebidas","drinks","noun",,,,"Bebera, beberes; bebidas. Us. só no pi. Cfr. comers. Béço, beiço.","beberes, bebidas",,140
"Béço","beːso","beiço","lip","noun",,,,,"beiço",,
"Bíar","biːaɾ","cerveja","beer","noun","English",,,"Beer (pron. bíar), cerveja.— Ingl.","cerveja",,140
"Bemfeito","bemfeito","bem feito, muito bem, dignamente","well done, very well, dignifiedly","adverb","Macao creole, Papiá Kristang",,,"Bem/eito, bemfeto {adv.)^ bem feito; muito bem; dignamente. Dial. mac. e mal. bem feto.","bem feito, muito bem, dignamente",,140
"bemfeto","bemfeto","bem feito, muito bem, dignamente","well done, very well, dignifiedly","adverb","Macao creole, Papiá Kristang",,,"Bem/eito, bemfeto {adv.)^ bem feito; muito bem; dignamente. Dial. mac. e mal. bem feto.","bem feito, muito bem, dignamente",,140
"Bemfeitos","bemfeitos","benefícios","benefits","noun",,,,"Bemfeitos (C. A^.), benefícios.","benefícios",,140
"Bença","bensa","bênção","blessing","noun","Cochin creole, Macao creole",,,"Bença, bencè, benção. Ben-ça: dial. cochmac.","benção",,140
"bencè","benseː","bênção","blessing","noun","Cochin creole, Macao creole",,,"Bença, bencè, benção. Ben-ça: dial. cochmac.","benção",,140
"Bendição","bendisaːo","bênção","blessing","noun",,"Old Portuguese",,"Bendição, benção. — Port. arch..-'","benção",,140
"Beneficaçan","benefikasan","benefício","benefit","noun",,,,"Beneflcaçan {C. .4.), beneficio.","beneficio",,140
"Benigdade","benigdade","benignidade","benignity","noun",,,,"Benigdade, benignidade. Cfr. alfada.","benignidade",,140
"Benzê","benzeː","benzer, abençoar","bless","noun",,,,"Benze, benza, benzer, abençoar. Benza, bénzè, benção. Berger [gu)^ burguez: «eu-rasiano», descendente do europeu.— Holi. biirger.","benzer, abençoar",,140
"benzà","benzaː","benzer, abençoar","bless","noun",,,,"Benze, benza, benzer, abençoar. Benza, bénzè, benção. Berger [gu)^ burguez: «eu-rasiano», descendente do europeu.— Holi. biirger.","benzer, abençoar",,140
"Bénza","beːnza","bênção","blessing","noun",,,,,"benção",,
"bénzè","beːnzeː","bênção","blessing","noun",,,,,"benção",,
"Berguer","beɾgeɾ","burguês","bourgeois","noun","Dutch",,,,"burguês",,
"Beryl","beɾil","berilo","beryl","noun",,,,"Beryl, beryllo. Cfr. esmerai.","berilo",,140
"Béudo","beːudo","bêbado","drunk","adjective","Macao creole, Konkani, Sinhala",,,"Béudo, bêbado. Beudice,","bêbado",,140
"Beudice","beudise","bebedice","drunkenness","noun",,,,"bebedice. Dial. mac. Bebdo. — Singl. (S(s)^  (bébdu), konk. spsíTJ^ [bebdo). Cfr. macéo.","bebedice",,140
"Baibol","baibol","bíblia","bible","noun","English",,,"Bible (pron. baibol)biblia. Bible-nomes, nomes da biblia.— Ingl.","bíblia",,140
"Baibol-nomes","baibol nomes","nomes da bíblia","bible names","noun",,,,,"nomes da biblia",,
"Bibora","biboɾa","víbora","viper","noun",,,,"Bibora, vibora.","vibora",,140
"Bijá","bid̠ʒaː","beijar","kiss","verb","Diu creole, Mangalor creole",,,"Bijá, beijar. Dial. mangdiv.","beijar",,140
"Billiard","biliaɾd","bilhar","billiard table","verb","English",,,"Billiard, bilhar. — Ingl. Bil-liard-cámber, sala de bilhar.","bilhar",,140
"Billiard-cámber","biliaɾd kaːmbeɾ","sala de bilhar","billiard room","noun","English",,,,"sala de bilhar",,
"Bill","bil","papel de conta","bill","noun","English",,,"Bill, papel de conta. — Ingl.","papel de conta",,140
"Bisiga","biziga","bexiga","bladder","noun",,,,"Bisiga, bexiga.","bexiga",,140
"Bispada","bispada","bispado","diocese","noun",,,,"Bispada, bispado.","bispado",,140
"Blada","blada","folha de papel, página","sheet of paper, page","noun","Dutch",,,"Blada, bladè, folha de papel; pagina. —Holl. blad.","folha de papel, pagina",,140
"bladè","bladeː","folha de papel, página","sheet of paper, page","noun","Dutch",,,"Blada, bladè, folha de papel; pagina. —Holl. blad.","folha de papel, pagina",,140
"Blanket","blanket","cobertor da cama","blanket","noun","English",,,"Blanket, cobertor da cama.— Ingl.","cobertor da cama",,140
"Blasphemaçan","blasfemasan","blasfémia","blasphemy","noun",,,"O Bruffador, ii periódico","Blasphemaçan {Br. 2), blas-phemia.","blasphemia",,140
"Blasphemoso","blasfemozo","blasfemo","blasphemous","noun",,,,"Blasphemoso, blasphemo. Cfr. alegroso, impioso.","blasphemo",,140
"Bõa","boːa","boa","good","adjective",,"Old Portuguese",,"Boa (Gomes), boa. — Port. arch.","boa",,140
"Bôt","boːt","bote, barco","boat","noun","English",,,"Boat (pron. bôt)bote, barco.— Ingl.","bote, barco",,140
"Bobra","bobɾa","abóbora","pumpkin","noun","Konkani, Marathi","Diu creole, Daman creole",,"Bobra, abóbora. Dial. nort.—","abóbora",,140
"Bocadè","bokadeː","bocado","bite size","noun",,,,"Bocadè, bocado.","bocado",,140
"Bodrimo","bodɾimo","fada, duende","fairy, goblin","noun","Sinhala",,,"Bodrimo, fada, duende. — Singl. Cir^r^HIcll {bodiri. movo.","fada, duende",,140
"Boffetado","bofetado","esbofeteado","slapped","adjective",,,"Novo testamento","Boífetado {N. T.), bofe-teado.","bofeteado",,140
"Boftiá","boftiaː","esbofetear","slap","verb",,,,"Boftiá, buftiá, bofetear. Boftada, bofetada.","bofetear",,140
"buftiá","buftiaː","esbofetear","slap","verb",,,,"Boftiá, buftiá, bofetear. Boftada, bofetada.","bofetear",,140
"Boftada","boftada","bofetada","slap","noun",,,,,"bofetada",,
"Boltiá","boltiaː","voltear","turn around","verb",,,,"Boltiá, voltear.","voltear",,140
"Bom","bom","bem","well","adverb",,,,"Bom, bom: bem {siibst.).","bem",,140
"Bonancè","bonanseː","bonança, bondade","calm, good","noun",,,,"Bonancè, bonança; bondade.","bonança, bondade",,140
"Bonino","bonino","bonina",,"noun",,,,"Bonino, bonina.","bonina",,140
"Buts","buts","botas","boots","noun","English",,,"Boots (pron. buts), botas.— Ingl.","botas",,140
"Bordè","boɾdeː","borda","edge","noun",,,,"Borde, borda.","borda",,140
"Bordiá","boɾdiaː","bordar","embroider","verb",,,,"Bordiá, bordar.","bordar",,140
"Borrecido","boresido","aborrecido","bored","adjective","Macao creole",,"Istori de San Clear","Borrecido, aborrecido. Dial. mac. borecido. P. us. Cfr. biircê.","aborrecido","pouco usado",140
"Bota","bota","botar, pôr, meter","put","verb",,,,"Bota, botar, pôr, metter. Muito us.","botar, pôr, metter",,140
"Botle","botle","garrafa","bottle","noun","English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.","garrafa",,140
"botei","botei","garrafa","bottle","noun","English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.","garrafa",,140
"bottal","botːal","garrafa","bottle","noun","English, Sinhala, Konkani, Marathi",,"O Bruffador, ii periódico","Botle, botei, bottal {Br. 2), garrafa. Botle: dial. mac.","garrafa",,140
"Bottle-vinho","botːle ʋiɲo","garrafa de vinho","bottle of wine","noun","English",,,,"garrafa de vinho",,
"Boutic","boutik","botica","pharmacy","noun",,"Old Portuguese, All Portuguese-based creoles of India",,"Boutique (pron. boutic)^ botica (pharmacia)"," loja. — Botica na segunda accep. port. arch. Comm. (t. em Macao creole e Gôa).","botica",141
"Boutiqueiro","boutikeiɾo","boticário, lojista","apothecary, shopkeeper","noun",,"Old Portuguese, All Portuguese-based creoles of India",,"Boutiqueiro, boticário; lo-gista. — Botiqueiro: port. arch. Comm.","boticário, logista",,141
"Boventade","boʋentade","boa vontade","goodwill","adjective",,,,"Boventade, bovantade, boa vontade. Boventade-mente, de boa vontade.","boa vontade",,141
"bovantade","boʋantade","boa vontade","goodwill","adjective",,,,"Boventade, bovantade, boa vontade. Boventade-mente, de boa vontade.","boa vontade",,141
"Boventademente","boʋentademente","de boa vontade","goodwill","adverb",,,,,"de boa vontade",,
"Bocs","boks","caixa","box","noun","English",,,"Box (pron. bocs)^ caixa (t. us.: cassa). — Ingl.","caixa",,141
"Branca","bɾanka","branquear","bleach","verb",,,,"Branca, branquear. — De branco.","branquear",,141
"Branda","bɾanda","abrandar","slow down","verb","Capeverdean creole, Macao creole",,,"Branda, abrandar. Dial. mac, cab.","abrandar",,141
"Brandi","bɾandi","conhaque","brandy","noun","English",,,"Brandy (pron. brandi)co-gnac. — Ingl.","cognac",,141
"Branquéza","bɾankeːza","brancura","whiteness","noun",,,,"Branquéza, brancura.","brancura",,141
"Brao","bɾao","bravo, feroz, cruel","angry, fierce, cruel","noun",,,"Collecçáo de Bandos, por F. N. Xavier","Brao, brau, bravo; feroz, cruel. Cfr. «arrátel de crao» [cravo]. Coll. de Band.","bravo, feroz, cruel",,141
"brau","bɾau","bravo, feroz, cruel","angry, fierce, cruel","noun",,,"Collecçáo de Bandos, por F. N. Xavier","Brao, brau, bravo; feroz, cruel. Cfr. «arrátel de crao» [cravo]. Coll. de Band.","bravo, feroz, cruel",,141
"Braviá","bɾaʋiaː","bramar, clamar","roar","verb","Marathi",,,"Bravia, bramar, clamar. — De brau?","bramar, clamar",,141
"Brazá","bɾazaː","abrasar","blaze","verb",,,,"Brazá, abrazar.","abrazar",,141
"Bremellio","bɾemelio","vermelho","red","adjective","Capeverdean creole",,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.","vermelho",,141
"brimellio","bɾimelio","vermelho","red","adjective","Capeverdean creole",,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.","vermelho",,141
"brimalho","bɾimaʎo","vermelho","red","adjective","Capeverdean creole",,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.","vermelho",,141
"brimejo","bɾimed̠ʒo","vermelho","red","adjective","Capeverdean creole",,,"Bremellio, brimellio, bri-malho, brimejo, vermelho, Dial. cab. brumêjo. Burmelho, brumelho: dialectal no cdnt.","vermelho",,141
"Brinc'-de-fogo","bɾin k ə de fogo","fogo de vista","fire of sight","noun",,,,"Brinc'-de-fogo, fogo de vista.","fogo de vista",,141
"Búrdar","buːɾdaɾ","bolo","cake","noun","Dutch",,,"Búrdar (fir. i), bolo. —Holl. broedertje.","bolo",,141
