word,IPA,TRSVG,TRSVG_split,CV
mellifluoso,melifluozo,RVRVTRVVSV,RV.RV.TRV.V.SV,CV.CV.CCV.V.CV
memo,memo,RVRV,RV.RV,CV.CV
memoso,memozo,RVRVSV,RV.RV.SV,CV.CV.CV
mentè,menteː,RVRTV,RVR.TV,CVC.CV
méo,meːo,RVV,RV.V,CV.V
mercacia,meɾkasia,RVRTVSVV,RVR.TV.SV.V,CVC.CV.CV.V
mercadeira,meɾkadeiɾa,RVRTVTVGRV,RVR.TV.TVG.RV,CVC.CV.CVV.CV
mercê,meɾseː,RVRSV,RVR.SV,CVC.CV
mercemento,meɾsemento,RVRSVRVRTV,RVR.SV.RVR.TV,CVC.CV.CVC.CV
mercimento,meɾsimento,RVRSVRVRTV,RVR.SV.RVR.TV,CVC.CV.CVC.CV
mericemento,meɾisemento,RVRVSVRVRTV,RV.RV.SV.RVR.TV,CV.CV.CV.CVC.CV
merecê,meɾeseː,RVRVSV,RV.RV.SV,CV.CV.CV
meritória,meɾitoːɾia,RVRVTVRVV,RV.RV.TV.RV.V,CV.CV.CV.CV.V
merón,meɾoːn,RVRVR,RV.RVR,CV.CVC
mès,meːs,RVS,RVS,CVC
méis,meːjs,RVRS,RVRS,CVCC
més,meːs,RVS,RVS,CVC
méssa,meːsa,RVSV,RV.SV,CV.CV
messá,mesaː,RVSV,RV.SV,CV.CV
messangeiro,mesand̠ʒeiɾo,RVSVRTVGRV,RV.SVR.TVG.RV,CV.CVC.CVV.CV
massengeiro,masend̠ʒeiɾo,RVSVRTVGRV,RV.SVR.TVG.RV,CV.CVC.CVV.CV
mestre,mestɾe,RVSTRV,RVS.TRV,CVC.CCV
méstri,meːstɾi,RVSTRV,RVS.TRV,CVC.CCV
metade,metade,RVTVTV,RV.TV.TV,CV.CV.CV
metai,metai,RVTVV,RV.TV.V,CV.CV.V
methodisto,metodisto,RVTVTVSTV,RV.TV.TVS.TV,CV.CV.CVC.CV
milagrioso,milagɾiozo,RVRVTRVVSV,RV.RV.TRV.V.SV,CV.CV.CCV.V.CV
mail,mail,RVVR,RV.VR,CV.VC
militàrio,militaːɾio,RVRVTVRVV,RV.RV.TV.RV.V,CV.CV.CV.CV.V
millions,milions,RVRVVRS,RV.RV.VRS,CV.CV.VCC
mils,mils,RVRS,RVRS,CVCC
mimôri,mimoːɾi,RVRVRV,RV.RVRV,CV.CVCV
minguação,minguasaːo,RVRTVVSVV,RVR.TV.V.SV.V,CVC.CV.V.CV.V
minha,miɲa,RVRV,RV.RV,CV.CV
minhè,miɲeː,RVRV,RV.RV,CV.CV
ministeiro,ministeiɾo,RVRVSTVGRV,RV.RVS.TVG.RV,CV.CVC.CVV.CV
ministração,ministɾasaːo,RVRVSTRVSVV,RV.RVS.TRV.SV.V,CV.CVC.CCV.CV.V
minté,minteː,RVRTV,RVR.TV,CVC.CV
minteira,minteiɾa,RVRTVGRV,RVR.TVG.RV,CVC.CVV.CV
minteroso,minteɾozo,RVRTVRVSV,RVR.TV.RV.SV,CVC.CV.CV.CV
mintroso,mintɾozo,RVRTRVSV,RVR.TRV.SV,CVC.CCV.CV
minuito,minuito,RVRVVTV,RV.RV.V.TV,CV.CV.V.CV
mira,miɾa,RVRV,RV.RV,CV.CV
misaravel,mizaɾaʋel,RVSVRVTVR,RV.SV.RV.TVR,CV.CV.CV.CVC
misravel,mizɾaʋel,RVSRVTVR,RVS.RV.TVR,CVC.CV.CVC
misinha,miziɲa,RVSVRV,RV.SV.RV,CV.CV.CV
misricordia,mizɾikoɾdia,RVSRVTVRTVV,RVS.RV.TVR.TV.V,CVC.CV.CVC.CV.V
misrecordia,mizɾekoɾdia,RVSRVTVRTVV,RVS.RV.TVR.TV.V,CVC.CV.CVC.CV.V
misricordioso,mizɾikoɾdiozo,RVSRVTVRTVVSV,RVS.RV.TVR.TV.V.SV,CVC.CV.CVC.CV.V.CV
misté,misteː,RVSTV,RVS.TV,CVC.CV
mista,mista,RVSTV,RVS.TV,CVC.CV
mistia,mistia,RVSTVV,RVS.TV.V,CVC.CV.V
mistem,mistem,RVSTVR,RVS.TVR,CVC.CVC
mistrá,mistɾaː,RVSTRV,RVS.TRV,CVC.CCV
moça,mosa,RVSV,RV.SV,CV.CV
moção,mosaːo,RVSVV,RV.SV.V,CV.CV.V
mofiná,mofinaː,RVTVRV,RV.TV.RV,CV.CV.CV
moito,mojto,RVRTV,RVR.TV,CVC.CV
moleira,moleiɾa,RVRVGRV,RV.RVG.RV,CV.CVV.CV
molgá,molgaː,RVRTV,RVR.TV,CVC.CV
molyà,molʲaː,RVRV,RV.RV,CV.CV
molya,molʲa,RVRV,RV.RV,CV.CV
mujà,mud̠ʒaː,RVTV,RV.TV,CV.CV
mónster,moːnsteɾ,RVRSTVR,RVRS.TVR,CVCC.CVC
montanho,montaɲo,RVRTVRV,RVR.TV.RV,CVC.CV.CV
mooi,mooj,RVVR,RV.VR,CV.VC
moradè,moɾadeː,RVRVTV,RV.RV.TV,CV.CV.CV
morado,moɾado,RVRVTV,RV.RV.TV,CV.CV.CV
morando,moɾando,RVRVRTV,RV.RVR.TV,CV.CVC.CV
morança,moɾansa,RVRVRSV,RV.RVR.SV,CV.CVC.CV
moradura,moɾaduɾa,RVRVTVRV,RV.RV.TV.RV,CV.CV.CV.CV
morra,mora,RVRV,RV.RV,CV.CV
morrendo,morendo,RVRVRTV,RV.RVR.TV,CV.CVC.CV
morro,moro,RVRV,RV.RV,CV.CV
mortajo,moɾtad̠ʒo,RVRTVTV,RVR.TV.TV,CVC.CV.CV
mortià,moɾtiaː,RVRTVV,RVR.TV.V,CVC.CV.V
mostárdè,mostaːɾdeː,RVSTVRTV,RVS.TVR.TV,CVC.CVC.CV
mourdé,mouɾdeː,RVGRTV,RVGR.TV,CVVC.CV
mourdindo,mouɾdindo,RVGRTVRTV,RVGR.TVR.TV,CVVC.CVC.CV
movà,moʋaː,RVTV,RV.TV,CV.CV
muê,mueː,RVV,RV.V,CV.V
muá,muaː,RVV,RV.V,CV.V
mudana,mudana,RVTVRV,RV.TV.RV,CV.CV.CV
mudáncè,mudaːnseː,RVTVRSV,RV.TVR.SV,CV.CVC.CV
mudação,mudasaːo,RVTVSVV,RV.TV.SV.V,CV.CV.CV.V
mudano,mudano,RVTVRV,RV.TV.RV,CV.CV.CV
mulhàra,muʎaːɾa,RVRVRV,RV.RVRV,CV.CVCV
mulvado,mulʋado,RVRTVTV,RVR.TV.TV,CVC.CV.CV
mundado,mundado,RVRTVTV,RVR.TV.TV,CVC.CV.CV
mundoso,mundozo,RVRTVSV,RVR.TV.SV,CVC.CV.CV
murguiá,muɾgiaː,RVRTVV,RVR.TV.V,CVC.CV.V
murguiaçâo,muɾgiasaːo,RVRTVVSVV,RVR.TV.V.SV.V,CVC.CV.V.CV.V
murindo,muɾindo,RVRVRTV,RV.RVR.TV,CV.CVC.CV
murmerà,muɾmeɾaː,RVRRVRV,RVR.RV.RV,CVC.CV.CV
murmeração,muɾmeɾasaːo,RVRRVRVSVV,RVR.RV.RV.SV.V,CVC.CV.CV.CV.V
murré,mureː,RVRV,RV.RV,CV.CV
musicante,muzikante,RVSVTVRTV,RV.SV.TVR.TV,CV.CV.CVC.CV
musico,muziko,RVSVTV,RV.SV.TV,CV.CV.CV
mustrà,mustɾaː,RVSTRV,RVS.TRV,CVC.CCV
mutúra,mutuːɾa,RVTVRV,RV.TV.RV,CV.CV.CV
mystéria,misteːɾia,RVSTVRVV,RVS.TV.RV.V,CVC.CV.CV.V
nacemento,nasemento,RVSVRVRTV,RV.SV.RVR.TV,CV.CV.CVC.CV
nada,nada,RVTV,RV.TV,CV.CV
nada,nada,RVTV,RV.TV,CV.CV
nadè,nadeː,RVTV,RV.TV,CV.CV
nandè,nandeː,RVRTV,RVR.TV,CVC.CV
nadia,nadia,RVTVV,RV.TV.V,CV.CV.V
namais,namais,RVRVVS,RV.RV.VS,CV.CV.VC
namás,namaːs,RVRVS,RV.RVS,CV.CVC
nan,nan,RVR,RVR,CVC
natal dia,natal dia,RVTVR TVV,RV.TVR TV.V,CV.CVC CV.V
nau quebrado,nau kebɾado,RVG TVTRVTV,RVG TV.TRV.TV,CVV CV.CCV.CV
navigà,naʋigaː,RVTVTV,RV.TV.TV,CV.CV.CV
necestade,nesestade,RVSVSTVTV,RV.SVS.TV.TV,CV.CVC.CV.CV
negligá,negligaː,RVTRVTV,RV.TRV.TV,CV.CCV.CV
negócia,negoːsia,RVTVSVV,RV.TV.SV.V,CV.CV.CV.V
nehum,neum,RVGR,RVGR,CVVC
nihum,nium,RVVR,RV.VR,CV.VC
nium,nium,RVVR,RV.VR,CV.VC
nemistê,nemisteː,RVRVSTV,RV.RVS.TV,CV.CVC.CV
nemistà,nemistaː,RVRVSTV,RV.RVS.TV,CV.CVC.CV
nimisté,nimisteː,RVRVSTV,RV.RVS.TV,CV.CVC.CV
numistè,numisteː,RVRVSTV,RV.RVS.TV,CV.CVC.CV
nérva,neːɾʋa,RVRTV,RVR.TV,CVC.CV
nigrinha,nigɾiɲa,RVTRVRV,RV.TRV.RV,CV.CCV.CV
nimito,nimito,RVRVTV,RV.RV.TV,CV.CV.CV
nimíta,nimiːta,RVRVTV,RV.RV.TV,CV.CV.CV
nimità,nimitaː,RVRVTV,RV.RV.TV,CV.CV.CV
nimitação,nimitasaːo,RVRVTVSVV,RV.RV.TV.SV.V,CV.CV.CV.CV.V
ninquer,ninkeɾ,RVRTVR,RVR.TVR,CVC.CVC
ninqueria,ninkeɾia,RVRTVRVV,RVR.TV.RV.V,CVC.CV.CV.V
nistá,nistaː,RVSTV,RVS.TV,CVC.CV
nistade,nistade,RVSTVTV,RVS.TV.TV,CVC.CV.CV
nó,noː,RV,RV,CV
nuó,nuoː,RVV,RV.V,CV.V
nóber,noːbeɾ,RVTVR,RV.TVR,CV.CVC
nobilidade,nobilidade,RVTVRVTVTV,RV.TV.RV.TV.TV,CV.CV.CV.CV.CV
nobréza,nobɾeːza,RVTRVSV,RV.TRV.SV,CV.CCV.CV
nocente,nosente,RVSVRTV,RV.SVR.TV,CV.CVC.CV
nocenti,nosenti,RVSVRTV,RV.SVR.TV,CV.CVC.CV
nogo,nogo,RVTV,RV.TV,CV.CV
noivu,nojʋu,RVRTV,RVR.TV,CVC.CV
nómber,noːmbeɾ,RVRTVR,RVR.TVR,CVC.CVC
nompodé,nompodeː,RVRTVTV,RVR.TV.TV,CVC.CV.CV
nompôdi,nompoːdi,RVRTVTV,RVR.TV.TV,CVC.CV.CV
nompodia,nompodia,RVRTVTVV,RVR.TV.TV.V,CVC.CV.CV.V
nona,nona,RVRV,RV.RV,CV.CV
nôtis,noːtis,RVTVS,RV.TVS,CV.CVC
nonca,nonka,RVRTV,RVR.TV,CVC.CV
nonco,nonko,RVRTV,RVR.TV,CVC.CV
nuca,nuka,RVTV,RV.TV,CV.CV
núcu,nuːku,RVTV,RV.TV,CV.CV
nono,nono,RVRV,RV.RV,CV.CV
nossè,noseː,RVSV,RV.SV,CV.CV
nossotros,nosotɾos,RVSVTRVS,RV.SV.TRVS,CV.CV.CCVC
notáris,notaːɾis,RVTVRVS,RV.TV.RVS,CV.CV.CVC
novas papella,noʋas papela,RVTVS TVTVRV,RV.TVS TV.TV.RV,CV.CVC CV.CV.CV
novémber,noʋeːmbeɾ,RVTVRTVR,RV.TVR.TVR,CV.CVC.CVC
nóves,noːʋes,RVTVS,RV.TVS,CV.CVC
nóvis,noːʋis,RVTVS,RV.TVS,CV.CVC
nué,nueː,RVV,RV.V,CV.V
nuvé,nuʋeː,RVTV,RV.TV,CV.CV
nuá,nuaː,RVV,RV.V,CV.V
num,num,RVR,RVR,CVC
nun,nun,RVR,RVR,CVC
numpodé,numpodeː,RVRTVTV,RVR.TV.TV,CVC.CV.CV
numpôdi,numpoːdi,RVRTVTV,RVR.TV.TV,CVC.CV.CV
numpodia,numpodia,RVRTVTVV,RVR.TV.TV.V,CVC.CV.CV.V
nuntem,nuntem,RVRTVR,RVR.TVR,CVC.CVC
nuntinha,nuntiɲa,RVRTVRV,RVR.TV.RV,CVC.CV.CV
numbro,numbɾo,RVRTRV,RVR.TRV,CVC.CCV
nunca,nunka,RVRTV,RVR.TV,CVC.CV
nunco,nunko,RVRTV,RVR.TV,CVC.CV
nuvè,nuʋeː,RVTV,RV.TV,CV.CV
ô,oː,V,V,V
obedicé,obediseː,VTVTVSV,V.TV.TV.SV,V.CV.CV.CV
obdecé,obdeseː,VTTVSV,V.T.TV.SV,V.C.CV.CV
obdicindo,obdisindo,VTTVSVRTV,V.T.TV.SVR.TV,V.C.CV.CVC.CV
obedecencia,obedesensia,VTVTVSVRSVV,V.TV.TV.SVR.SV.V,V.CV.CV.CVC.CV.V
obedecimento,obedesimento,VTVTVSVRVRTV,V.TV.TV.SV.RVR.TV,V.CV.CV.CV.CVC.CV
obre,obɾe,VTRV,V.TRV,V.CCV
óber,oːbeɾ,VTVR,V.TVR,V.CVC
obração,obɾasaːo,VTRVSVV,V.TRV.SV.V,V.CCV.CV.V
obraro,obɾaɾo,VTRVRV,V.TRV.RV,V.CCV.CV
obrigacè,obɾigaseː,VTRVTVSV,V.TRV.TV.SV,V.CCV.CV.CV
occidente,oksidente,VTSVTVRTV,V.T.SV.TVR.TV,V.C.CV.CVC.CV
octóber,oktoːbeɾ,VTTVTVR,V.T.TV.TVR,V.C.CV.CVC
ódia,oːdia,VTVV,V.TV.V,V.CV.V
offéncia,ofeːnsia,VTVRSVV,V.TVR.SV.V,V.CVC.CV.V
offercé,ofeɾseː,VTVRSV,V.TVR.SV,V.CVC.CV
offercimento,ofeɾsimento,VTVRSVRVRTV,V.TVR.SV.RVR.TV,V.CVC.CV.CVC.CV
offeração,ofeɾasaːo,VTVRVSVV,V.TV.RV.SV.V,V.CV.CV.CV.V
offerça,ofeɾsa,VTVRSV,V.TVR.SV,V.CVC.CV
offerço,ofeɾso,VTVRSV,V.TVR.SV,V.CVC.CV
ófis,oːfis,VTVS,V.TVS,V.CVC
ófiser,oːfizeɾ,VTVSVR,V.TV.SVR,V.CV.CVC
officina,ofisina,VTVSVRV,V.TV.SV.RV,V.CV.CV.CV
officio,ofisio,VTVSVV,V.TV.SV.V,V.CV.CV.V
officia,ofisia,VTVSVV,V.TV.SV.V,V.CV.CV.V
offiço,ofiso,VTVSV,V.TV.SV,V.CV.CV
ogo,ogo,VTV,V.TV,V.CV
oitórè,ojtoːɾeː,VRTVRV,VR.TV.RV,VC.CV.CV
olhà,oʎaː,VRV,V.RV,V.CV
olyà,olʲaː,VRV,V.RV,V.CV
oyà,ojaː,VRV,V.RV,V.CV
olyo,olʲo,VRV,V.RV,V.CV
ómber,oːmbeɾ,VRTVR,VR.TVR,VC.CVC
omóris,omoːɾis,VRVRVS,V.RVRVS,V.CVCVC
omp,omp,VRT,VR.T,VC.C
ompi,ompi,VRTV,VR.TV,VC.CV
ontà,ontaː,VRTV,VR.TV,VC.CV
onte,onte,VRTV,VR.TV,VC.CV
ónti,oːnti,VRTV,VR.TV,VC.CV
ónta,oːnta,VRTV,VR.TV,VC.CV
onzimo,onzimo,VRSVRV,VR.SV.RV,VC.CV.CV
oppressà,opɾesaː,VTRVSV,V.TRV.SV,V.CCV.CV
oratória,oɾatoːɾia,VRVTVRVV,V.RV.TV.RV.V,V.CV.CV.CV.V
orde,oɾde,VRTV,VR.TV,VC.CV
órdi,oːɾdi,VRTV,VR.TV,VC.CV
ordinà,oɾdinaː,VRTVRV,VR.TV.RV,VC.CV.CV
ordinancias,oɾdinansias,VRTVRVRSVVS,VR.TV.RVR.SV.VS,VC.CV.CVC.CV.VC
oriente,oɾiente,VRVVRTV,V.RV.VR.TV,V.CV.VC.CV
orlozo,oɾlozo,VRRVSV,VR.RV.SV,VC.CV.CV
orphano,oɾfano,VRTVRV,VR.TV.RV,VC.CV.CV
ortelão,oɾtelaːo,VRTVRVV,VR.TV.RV.V,VC.CV.CV.V
orvai,oɾʋai,VRTVV,VR.TV.V,VC.CV.V
oravai,oɾaʋai,VRVTVV,V.RV.TV.V,V.CV.CV.V
otro,otɾo,VTRV,V.TRV,V.CCV
outrè,outɾeː,VGTRV,VG.TRV,VV.CCV
oudisido,oudizido,VGTVSVTV,VG.TV.SV.TV,VV.CV.CV.CV
ouleiro,ouleiɾo,VGRVGRV,VG.RVG.RV,VV.CVV.CV
oura,ouɾa,VGRV,VG.RV,VV.CV
óru,oːɾu,VRV,V.RV,V.CV
ouro anjo,ouɾo and̠ʒo,VGRV VRTV,VG.RV VR.TV,VV.CV VC.CV
ouro coroa,ouɾo koɾoa,VGRV TVRVV,VG.RV TV.RV.V,VV.CV CV.CV.V
ouvida,ouʋida,VGTVTV,VG.TV.TV,VV.CV.CV
ovido,oʋido,VTVTV,V.TV.TV,V.CV.CV
ovida,oʋida,VTVTV,V.TV.TV,V.CV.CV
ovi,oʋi,VTV,V.TV,V.CV
ovelho,oʋeʎo,VTVRV,V.TV.RV,V.CV.CV
óksigen,oːksid̠ʒen,VTSVTVR,V.T.SV.TVR,V.C.CV.CVC
pacencia,pasensia,TVSVRSVV,TV.SVR.SV.V,CV.CVC.CV.V
pacénci,paseːnsi,TVSVRSV,TV.SVR.SV,CV.CVC.CV
paciénci,pasieːnsi,TVSVVRSV,TV.SV.VR.SV,CV.CV.VC.CV
padaço,padaso,TVTVSV,TV.TV.SV,CV.CV.CV
padas,padas,TVTVS,TV.TVS,CV.CVC
padaz,padas,TVTVS,TV.TVS,CV.CVC
padecemento,padesemento,TVTVSVRVRTV,TV.TV.SV.RVR.TV,CV.CV.CV.CVC.CV
padicé,padiseː,TVTVSV,TV.TV.SV,CV.CV.CV
pagà,pagaː,TVTV,TV.TV,CV.CV
pague,page,TVTV,TV.TV,CV.CV
palaço,palaso,TVRVSV,TV.RV.SV,CV.CV.CV
palàver,palaːʋeɾ,TVRVTVR,TV.RV.TVR,CV.CV.CVC
pàlver,paːlʋeɾ,TVRTVR,TVR.TVR,CVC.CVC
pàlvra,paːlʋɾa,TVRTRV,TVR.TRV,CVC.CCV
palavrado,palaʋɾado,TVRVTRVTV,TV.RV.TRV.TV,CV.CV.CCV.CV
palmião,palmiaːo,TVRRVVV,TVR.RV.VV,CVC.CV.VV
palmo,palmo,TVRRV,TVR.RV,CVC.CV
pamperlão,pampeɾlaːo,TVRTVRRVV,TVR.TVR.RV.V,CVC.CVC.CV.V
pan,pan,TVR,TVR,CVC
pancádè,pankaːdeː,TVRTVTV,TVR.TV.TV,CVC.CV.CV
pancado,pankado,TVRTVTV,TVR.TV.TV,CVC.CV.CV
panhà,paɲaː,TVRV,TV.RV,CV.CV
panocrua,panokɾua,TVRVTRVV,TV.RV.TRV.V,CV.CV.CCV.V
pap,pap,TVT,TV.T,CV.C
papagaia,papagaia,TVTVTVGV,TV.TV.TVG.V,CV.CV.CVV.V
papella,papela,TVTVRV,TV.TV.RV,CV.CV.CV
papélè,papeːleː,TVTVRV,TV.TV.RV,CV.CV.CV
papiá,papiaː,TVTVV,TV.TV.V,CV.CV.V
papiador,papiadoɾ,TVTVVTVR,TV.TV.V.TVR,CV.CV.V.CVC
papus,papus,TVTVS,TV.TVS,CV.CVC
par,paɾ,TVR,TVR,CVC
pará,paɾaː,TVRV,TV.RV,CV.CV
paràbel,paɾaːbel,TVRVTVR,TV.RV.TVR,CV.CV.CVC
parêd,paɾeːd,TVRVT,TV.RV.T,CV.CV.C
paradiso,paɾadizo,TVRVTVSV,TV.RV.TV.SV,CV.CV.CV.CV
parçaria,paɾsaɾia,TVRSVRVV,TVR.SV.RV.V,CVC.CV.CV.V
parè,paɾeː,TVRV,TV.RV,CV.CV
paridura,paɾiduɾa,TVRVTVRV,TV.RV.TV.RV,CV.CV.CV.CV
parecè,paɾeseː,TVRVSV,TV.RV.SV,CV.CV.CV
parcé,paɾseː,TVRSV,TVR.SV,CVC.CV
parecer,paɾeseɾ,TVRVSVR,TV.RV.SVR,CV.CV.CVC
parcer,paɾseɾ,TVRSVR,TVR.SVR,CVC.CVC
pareço,paɾeso,TVRVSV,TV.RV.SV,CV.CV.CV
parecemento,paɾesemento,TVRVSVRVRTV,TV.RV.SV.RVR.TV,CV.CV.CV.CVC.CV
parcemento,paɾsemento,TVRSVRVRTV,TVR.SV.RVR.TV,CVC.CV.CVC.CV
paricimento,paɾisimento,TVRVSVRVRTV,TV.RV.SV.RVR.TV,CV.CV.CV.CVC.CV
parentelha,paɾenteʎa,TVRVRTVRV,TV.RVR.TV.RV,CV.CVC.CV.CV
parentes,paɾentes,TVRVRTVS,TV.RVR.TVS,CV.CVC.CVC
parentesca,paɾenteska,TVRVRTVSTV,TV.RVR.TVS.TV,CV.CVC.CVC.CV
parol,paɾol,TVRVR,TV.RVR,CV.CVC
paroliero,paɾolieɾo,TVRVRVVRV,TV.RVRV.V.RV,CV.CVCV.V.CV
parpora,paɾpoɾa,TVRTVRV,TVR.TV.RV,CVC.CV.CV
parque,paɾke,TVRTV,TVR.TV,CVC.CV
parqui,paɾki,TVRTV,TVR.TV,CVC.CV
parrà,paraː,TVRV,TV.RV,CV.CV
pàrtei,paːɾtei,TVRTVG,TVR.TVG,CVC.CVV
parte possuidor,paɾte posuidoɾ,TVRTV TVSVVTVR,TVR.TV TV.SV.V.TVR,CVC.CV CV.CV.V.CVC
paçá,pasaː,TVSV,TV.SV,CV.CV
passagè,pasad̠ʒeː,TVSVTV,TV.SV.TV,CV.CV.CV
passajo,pasad̠ʒo,TVSVTV,TV.SV.TV,CV.CV.CV
pasajo,pazad̠ʒo,TVSVTV,TV.SV.TV,CV.CV.CV
passai,pasai,TVSVV,TV.SV.V,CV.CV.V
passei,pasei,TVSVG,TV.SVG,CV.CVV
passá,pasaː,TVSV,TV.SV,CV.CV
pascencia,pasensia,TVSVRSVV,TV.SVR.SV.V,CV.CVC.CV.V
pasco,pasko,TVSTV,TVS.TV,CVC.CV
pascoa tempo,paskoa tempo,TVSTVV TVRTV,TVS.TV.V TVR.TV,CVC.CV.V CVC.CV
passangeiro,pasand̠ʒeiɾo,TVSVRTVGRV,TV.SVR.TVG.RV,CV.CVC.CVV.CV
passante,pasante,TVSVRTV,TV.SVR.TV,CV.CVC.CV
passavel,pasaʋel,TVSVTVR,TV.SV.TVR,CV.CV.CVC
pastro,pastɾo,TVSTRV,TVS.TRV,CVC.CCV
pastor,pastoɾ,TVSTVR,TVS.TVR,CVC.CVC
pasteá,pasteaː,TVSTVV,TVS.TV.V,CVC.CV.V
pastempo,pastempo,TVSTVRTV,TVS.TVR.TV,CVC.CVC.CV
pastrinho,pastɾiɲo,TVSTRVRV,TVS.TRV.RV,CVC.CCV.CV
pasterinho,pasteɾiɲo,TVSTVRVRV,TVS.TV.RVRV,CVC.CV.CVCV
pastronélè,pastɾoneːleː,TVSTRVRVRV,TVS.TRV.RVRV,CVC.CCV.CVCV
pastro,pastɾo,TVSTRV,TVS.TRV,CVC.CCV
pastúr,pastuːɾ,TVSTVR,TVS.TVR,CVC.CVC
pateca,pateka,TVTVTV,TV.TV.TV,CV.CV.CV
patriarco,patɾiaɾko,TVTRVVRTV,TV.TRV.VR.TV,CV.CCV.VC.CV
patta,patːa,TVTV,TV.TV,CV.CV
paun,paun,TVGR,TVGR,CVVC
pavi,paʋi,TVTV,TV.TV,CV.CV
péci,peːsi,TVSV,TV.SV,CV.CV
pési,peːzi,TVSV,TV.SV,CV.CV
peçonhoto,pesoɲoto,TVSVRVTV,TV.SV.RV.TV,CV.CV.CV.CV
pécora,peːkoɾa,TVTVRV,TV.TV.RV,CV.CV.CV
péder,peːdeɾ,TVTVR,TV.TVR,CV.CVC
pederia,pedeɾia,TVTVRVV,TV.TV.RV.V,CV.CV.CV.V
pedria,pedɾia,TVTRVV,TV.TRV.V,CV.CCV.V
peditória,peditoːɾia,TVTVTVRVV,TV.TV.TV.RV.V,CV.CV.CV.CV.V
peditóri,peditoːɾi,TVTVTVRV,TV.TV.TV.RV,CV.CV.CV.CV
pidetória,pidetoːɾia,TVTVTVRVV,TV.TV.TV.RV.V,CV.CV.CV.CV.V
pedrejà,pedɾed̠ʒaː,TVTRVTV,TV.TRV.TV,CV.CCV.CV
pedreyà,pedɾejaː,TVTRVRV,TV.TRV.RV,CV.CCV.CV
pedriá,pedɾiaː,TVTRVV,TV.TRV.V,CV.CCV.V
pegado,pegado,TVTVTV,TV.TV.TV,CV.CV.CV
pégados,peːgados,TVTVTVS,TV.TV.TVS,CV.CV.CVC
pei,pei,TVG,TVG,CVV
pelegrino,pelegɾino,TVRVTRVRV,TV.RV.TRV.RV,CV.CV.CCV.CV
péli,peːli,TVRV,TV.RV,CV.CV
pelo,pelo,TVRV,TV.RV,CV.CV
pelour,pelouɾ,TVRVGR,TV.RVGR,CV.CVVC
penerá,peneɾaː,TVRVRV,TV.RVRV,CV.CVCV
pénès,peːneːs,TVRVS,TV.RVS,CV.CVC
pànès,paːneːs,TVRVS,TV.RVS,CV.CVC
penetenti,penetenti,TVRVTVRTV,TV.RV.TVR.TV,CV.CV.CVC.CV
péshon,peːʃon,TVTVR,TV.TVR,CV.CVC
pequinino,pekinino,TVTVRVRV,TV.TV.RVRV,CV.CV.CVCV
pequino,pekino,TVTVRV,TV.TV.RV,CV.CV.CV
per,peɾ,TVR,TVR,CVC
pera,peɾa,TVRV,TV.RV,CV.CV
perè,peɾeː,TVRV,TV.RV,CV.CV
percauso,peɾkauzo,TVRTVGSV,TVR.TVG.SV,CVC.CVV.CV
perdá,peɾdaː,TVRTV,TVR.TV,CVC.CV
perdeção,peɾdesaːo,TVRTVSVV,TVR.TV.SV.V,CVC.CV.CV.V
perdovà,peɾdoʋaː,TVRTVTV,TVR.TV.TV,CVC.CV.CV
perfeità,peɾfeitaː,TVRTVGTV,TVR.TVG.TV,CVC.CVV.CV
perfeitado,peɾfeitado,TVRTVGTVTV,TVR.TVG.TV.TV,CVC.CVV.CV.CV
periba,peɾiba,TVRVTV,TV.RV.TV,CV.CV.CV
perigreneção,peɾigɾenesaːo,TVRVTRVRVSVV,TV.RV.TRV.RV.SV.V,CV.CV.CCV.CV.CV.V
perla,peɾla,TVRRV,TVR.RV,CVC.CV
permanecente,peɾmanesente,TVRRVRVSVRTV,TVR.RV.RV.SVR.TV,CVC.CV.CV.CVC.CV
permittá,peɾmitːaː,TVRRVTV,TVR.RV.TV,CVC.CV.CV
perseguaição,peɾseguaisaːo,TVRSVTVVGSVV,TVR.SV.TV.VG.SV.V,CVC.CV.CV.VV.CV.V
persuaidir,peɾsuaidiɾ,TVRSVVGTVR,TVR.SV.VG.TVR,CVC.CV.VV.CVC
pertruvà,peɾtɾuʋaː,TVRTRVTV,TVR.TRV.TV,CVC.CCV.CV
pervertà,peɾʋeɾtaː,TVRTVRTV,TVR.TVR.TV,CVC.CVC.CV
pesadura,pezaduɾa,TVSVTVRV,TV.SV.TV.RV,CV.CV.CV.CV
pé solto,peː solto,TV SVRTV,TV SVR.TV,CV CVC.CV
pessõa,pesoːa,TVSVV,TV.SV.V,CV.CV.V
peason,peazon,TVVSVR,TV.V.SVR,CV.V.CVC
pessão,pesaːo,TVSVV,TV.SV.V,CV.CV.V
pessan,pesan,TVSVR,TV.SVR,CV.CVC
péstia,peːstia,TVSTVV,TVS.TV.V,CVC.CV.V
pete,pete,TVTV,TV.TV,CV.CV
péti,peːti,TVTV,TV.TV,CV.CV
petishon,petiʃon,TVTVTVR,TV.TV.TVR,CV.CV.CVC
péto,peːto,TVTV,TV.TV,CV.CV
pézo,peːzo,TVSV,TV.SV,CV.CV
piadade,piadade,TVVTVTV,TV.V.TV.TV,CV.V.CV.CV
piadoso,piadozo,TVVTVSV,TV.V.TV.SV,CV.V.CV.CV
